Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
East Asia & Pacific (excluding high income),EAP,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,31.04094974,31.377393,32.57126787,32.66772072,32.50556789,34.75181027,35.53374051,34.13400218,34.4262977,35.85810334,37.68229817,39.22512005,39.3873658,37.41469731,36.57375926,37.42605728,36.15633602,34.16803608,34.63428252,35.72700656,36.71010601,39.35995828,42.01027264,42.52865467,44.66784762,46.264175,47.40174679,45.99139669,47.41765277,45.87686872,45.01367837,43.80705857,43.94039522,42.06795805,41.30085386,41.83656938,41.37274942,41.64887357,
Early-demographic dividend,EAR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,24.89093961,22.97601607,24.27033446,24.75914608,23.67615861,21.9640001,21.70059132,21.43010619,21.91198122,19.81103895,19.98468401,19.60660782,20.10216288,20.58272054,19.4053782,19.65582367,21.47185539,22.15063639,23.15280311,23.89327022,23.95556419,22.89572781,22.74395905,24.52784627,23.27683811,24.10841494,24.84015926,26.41981358,28.55978838,30.37530659,30.29871583,30.43797241,27.23531351,28.95887135,29.21527004,28.29063916,27.05272386,26.31788518,25.51240921,25.300421,25.98075767,26.25702875,25.77893761,
East Asia & Pacific,EAS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.11200117,34.56507385,33.72384675,31.91049908,32.06275382,31.85640074,31.89818314,33.33885341,35.00186043,35.19658614,36.39742992,37.40997885,37.30452016,35.55810428,36.67245553,35.64109957,35.01276681,34.56864395,34.85279518,34.7816787,34.43597781,35.07313856,34.63333386,,
Europe & Central Asia (excluding high income),ECA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.36519361,23.98617811,23.64682349,20.58935968,20.53277076,24.44496126,29.26090108,27.72524746,26.31007464,25.5631605,27.3188561,27.82578252,28.29783899,27.95544459,27.44500967,21.42084296,24.48259501,26.26083057,25.22098391,23.55145769,24.1009807,25.21984218,24.34563023,25.25294881,28.11675549,26.098865,
Europe & Central Asia,ECS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,23.36884894,23.58967302,23.73460174,24.08093032,23.91797811,22.80630071,21.49616189,21.08026869,21.25661175,21.97444638,22.2292657,22.73988771,21.95626484,22.93018337,23.06252509,22.68767729,21.71115942,20.84321696,20.51699749,21.78278992,22.2479513,22.10114137,22.21875369,22.49624226,22.79491043,23.70557156,23.34907825,22.86577559,22.56442571,23.25291189,23.49005134,24.17441012,24.41271164,23.25919832,20.79516578,21.82881571,22.60644109,22.13837752,21.95163187,22.45517909,23.14322933,23.09061604,23.69997901,24.31282033,24.21272638,
Ecuador,ECU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,17.87942692,21.20039665,20.85879687,19.87639027,21.38454491,21.76924356,13.74520169,15.85792759,14.06970544,16.88532132,15.20346495,11.75806351,12.75125465,13.41719744,17.76415116,18.26716437,21.57444729,14.78189876,15.34660032,14.51228953,16.76108116,16.91823672,14.94017652,22.07335839,26.76513796,19.71063562,18.70787186,18.39881862,19.1622199,22.81042437,26.14311269,26.79439801,29.55952126,26.35347983,25.60006307,27.74331829,27.74001747,27.20451725,27.26580982,24.37828941,25.9882102,25.82028672,25.20464131,24.72535089,
"Egypt, Arab Rep.",EGY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,20.80630896,24.40660882,22.5631025,21.314322,22.1202478,22.05692867,28.03386645,27.64762944,22.85561283,20.25939563,25.99051456,27.36584249,26.35765178,31.68412035,34.92790116,35.47563055,31.62502784,23.92662811,22.24344196,18.75182982,17.73693983,18.95935978,18.89514421,17.58387342,18.61067103,18.4079876,18.64809581,21.11221925,21.84229211,22.97673628,23.5552982,23.62350084,16.83984206,17.95038894,16.86871826,12.87821102,13.68322162,11.8849608,9.593464708,9.710041522,10.35531343,13.8945011,14.60588257,
Euro area,EMU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,23.48855786,23.59670588,23.42772824,23.88117923,23.70171142,22.60661072,20.81101778,20.46036033,20.64529161,21.21524162,21.37584487,22.33182082,22.02923043,23.0267483,23.36932616,23.52362623,22.70817643,21.96815217,21.49434165,21.67362141,22.77513977,22.52748038,23.10796346,23.35613311,23.24743215,23.11853828,23.00687845,22.90653892,22.43653243,23.31141836,23.12287934,23.88763852,24.53081534,23.29093902,21.1659496,21.58146472,22.35802908,22.12183818,22.27367381,22.76994949,23.49707656,23.89925175,24.41178362,24.70376288,24.87202123,
Eritrea,ERI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.47543365,41.2689035,54.39376713,19.10630212,18.91164644,35.10262682,6.293141835,17.31680317,15.82071947,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,25.09684157,22.51582258,22.93027977,23.53548498,22.57240955,20.48045666,18.48516447,18.55962956,18.39281016,20.07593851,20.87439353,21.79121775,21.68978997,22.83530546,22.29778064,21.80507657,21.19783043,19.34372803,19.18890926,18.70503073,21.31424747,20.99962855,22.06868856,22.70105023,22.2882874,22.32755807,22.08103575,22.96132693,23.6272107,22.8063239,22.12266408,21.71465937,21.01232479,19.55488817,19.21908927,18.64216777,17.85387966,18.51713583,19.2594697,19.58506007,21.01757668,21.93069452,22.17960843,22.3713123,22.91076676,
Estonia,EST,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.60814558,22.96689038,21.91064449,21.91033055,22.28420865,24.34842937,24.68621056,24.3744371,23.41379623,23.63553454,23.27446083,26.75679053,27.25393718,27.32045439,27.60686702,26.55963585,26.10681319,28.20386755,28.44971645,29.05284998,
Ethiopia,ETH,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55827582,30.91225561,28.33477868,31.45033178,29.52215852,30.95321917,30.59002279,33.16306209,,
European Union,EUU,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,23.55087097,23.55496958,23.28296055,23.69611188,23.51185854,22.48149495,20.69590494,20.31836955,20.610077,21.28570525,21.41908045,22.36011794,22.10667617,23.07435408,23.41157842,23.44676742,22.61742601,21.79069984,21.30086425,21.63284242,22.71007245,22.41448935,22.94359291,23.21706443,23.07455593,23.03514064,22.96698241,22.76593507,22.35258212,23.07759861,23.02415929,23.86926333,24.46279258,23.43032851,21.25840868,21.71311077,22.46746218,22.207232,22.44867635,22.96065553,23.68993609,23.99989734,24.49596491,24.7417687,24.99393778,
Fragile and conflict affected situations,FCS,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78252625,26.54121347,29.58479603,34.22873201,38.44051801,32.79000459,35.44612164,21.73818878,28.46786745,29.5279305,28.25468332,20.65021475,17.85974371,,,,,,
Finland,FIN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,30.64181938,29.00497868,27.76615465,28.16157137,29.75109633,30.50352841,29.36297056,28.04104916,27.68943243,28.33256204,27.41841401,27.14691892,26.67786762,28.96850778,28.39019247,26.67970308,19.39626967,16.97430726,17.67231204,20.64373607,23.77861016,23.29075139,26.42589359,27.6654327,29.16955902,31.26441914,31.96251421,30.89856362,28.01470359,29.5939181,28.6029965,28.75927022,30.01240469,28.26542481,23.85560322,23.8843481,22.89779976,21.48017987,20.52545804,20.76339672,20.89030349,21.30801856,22.954019,23.48731494,24.07598874,
Fiji,FJI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,27.6543108,22.50807207,19.21349223,14.60861673,17.98050439,19.22274619,24.10608067,16.56586844,16.81915442,8.867690328,5.989344003,7.475074727,10.52217573,14.32347016,15.7549351,17.92117742,24.60508701,23.81663214,27.12882373,32.35299945,32.99432468,32.03066073,36.98293707,37.42338628,39.2370768,14.03424382,6.975436475,13.16285436,8.427793894,13.42744325,14.34362737,15.80320598,15.82986431,17.95799954,22.44475828,22.56896179,19.69623706,18.90017888,18.99946836,,
France,FRA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,25.3972362,25.16013241,24.95332262,25.03271193,25.03987622,24.3533214,21.99501902,20.7957829,20.3883717,20.17550512,20.19365926,21.47006322,21.37974081,22.68689099,23.21577224,23.32729934,22.96077059,22.37867511,21.23720599,21.35331179,21.87521998,21.76257635,22.798806,23.85633166,24.49345362,23.83472322,23.93909087,22.74478564,22.23458993,22.54924507,22.46340311,23.30633524,23.74657123,23.43398245,20.96452145,21.08428159,22.11296364,21.45583185,21.3891768,21.48595332,22.25404443,22.00463988,22.75294457,23.05911589,23.39519988,
Faroe Islands,FRO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.22290459,38.23510271,39.53172365,38.94434938,33.26782556,27.91564954,26.86133306,21.17166498,26.87579842,27.73435092,19.65931972,14.43287092,23.03584449,26.12698595,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,38.58494065,38.18026683,47.83123203,48.84230586,46.65152662,41.63120019,43.68140342,37.12695768,15.29227115,12.67565654,21.41055959,22.29277424,24.25212884,28.78044961,19.32582355,17.46450265,29.14043229,32.68248843,35.55973138,41.44728537,25.24562426,32.3114771,41.65401027,33.84013863,34.74738255,32.72843212,32.12160583,44.62805462,,40.06153539,44.39140019,34.47758079,41.15857215,43.76117987,43.89029718,40.3059125,42.38661756,38.37799673,,,,,
United Kingdom,GBR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,23.83155238,22.82674757,21.47682839,22.29125735,19.41374153,18.65148384,19.96598187,21.12861626,21.48857773,20.61167078,19.00993454,17.76671838,17.60585251,18.24840111,18.54635959,18.07003996,16.86346951,17.11027752,17.28973476,17.01207132,15.73494342,15.04245676,14.02012447,13.86678827,16.0163824,14.96859596,15.27129094,16.00898826,17.18219233,15.71825121,16.21229751,16.20965394,16.08847953,16.00151745,15.11092404,15.64993778,15.12489517,14.98670521,13.47318902,11.67957344,13.16795855,13.9187103,12.37633769,11.43854301,12.44949175,12.63073841,12.12374595,13.86084141,13.43625243,13.32963066,
Georgia,GEO,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.973655843,15.83173471,20.44804121,10.34174613,18.60334235,19.07477935,16.35362313,20.95744793,19.05738552,11.58856312,11.01225151,2.934142973,0.657074046,10.7312892,10.0080709,14.45744352,15.43224035,15.28187253,14.47205091,17.69742034,19.24427674,21.34382763,22.03299074,
Ghana,GHA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,14.43689816,8.768116827,11.48281847,5.408398128,8.255379201,6.324054887,5.703357041,5.554915501,4.256864384,6.745700969,8.034181427,6.93331682,7.570857909,9.96399473,11.40524286,10.53332342,11.86903225,6.935061321,12.84022882,19.08016907,17.6246604,18.09331317,10.4110264,18.03307586,9.361896617,15.2654209,21.09260967,18.75403504,21.15696563,22.87179036,19.20714449,17.78991023,6.743614399,4.34115707,11.03639073,4.87094658,3.88165352,5.267624577,17.4658733,17.74495609,19.50933921,17.46687299,22.43542279,20.94937864,,
Gibraltar,GIB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38739967,12.18050271,11.01416226,14.88859626,19.20983641,19.54426691,19.75615914,23.57029051,21.8700437,20.66540753,15.99565846,17.85797687,13.60948254,15.43797768,16.10914496,15.13439978,12.49704577,19.18547527,12.62725098,9.362357664,1.370038969,-3.683535252,4.270177718,-5.479269678,6.584895627,3.392748589,5.759062827,-7.779289239,-3.612141722,-7.384262066,-1.21942556,11.42341602,2.721509495,4.284529419,
"Gambia, The",GMB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,3.805367491,11.38279893,16.35503061,24.29004862,19.86784082,10.04149687,12.13716386,22.88080025,29.35008302,42.29748815,30.11467443,17.45713338,21.85367645,8.751021405,11.70372951,-0.158190305,-2.339197832,9.45312421,-3.31157012,7.538924576,,,,,,9.793368944,6.049973128,3.581791113,11.74691609,9.251750959,0.321292955,5.30785923,-0.353201728,6.286634203,15.72186071,5.587755603,11.40975745,16.61003368,21.67155985,17.6988405,15.69166319,,
Guinea-Bissau,GNB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,-15.09363415,-10.50021186,-3.754034992,-13.96793427,13.83015051,12.86012721,14.60894823,6.93809698,14.47664337,3.915716591,7.46895519,7.406867308,7.451111639,9.6726506,6.570223473,14.44203163,,,,0.919586957,5.78741235,6.451029652,7.871924804,2.690953691,4.055295554,9.011688797,9.564887738,4.993121105,-2.893117169,10.86074999,2.177832634,1.054389524,12.00461718,10.08902971,7.747049236,8.409704301,8.819798342,,
Equatorial Guinea,GNQ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36090768,12.73697433,10.10531188,5.927293118,4.589122121,3.080975247,7.207071885,9.200764713,9.233941333,9.228216854,8.640143686,8.92671964,8.840549305,9.88600945,
Grenada,GRD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,19.50552068,17.44803092,16.11567189,13.96677244,10.58030983,9.660428232,8.606631664,7.544876372,8.914568189,9.866356801,7.663029929,8.478746415,9.185494027,10.19731534,12.34830326,11.48469934,11.02080072,10.80423214,11.14982814,9.780747141,10.11337949,12.00428006,11.78960189,12.47924543,11.40770073,15.09962643,15.67043461,17.03330394,15.15728594,15.73726485,15.82235404,13.03344654,14.20350122,13.06120814,12.580954,12.95303625,11.59968544,11.77096847,13.57516972,14.82388641,14.7329677,14.68305561,16.91219863,
Guam,GUM,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,6.668096241,14.12191602,15.83442366,13.31162571,-2.942407693,-6.743497472,-11.75067439,3.970178791,5.720452456,,,,,,,12.93628664,17.34847524,10.35802274,18.4848816,24.18554314,17.60566509,15.24667679,12.69077144,9.592453449,6.715414553,6.677187403,11.17809755,19.28980192,17.47544731,,,,,,,,,,,,,,,
High income,HIC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,22.5774853,23.15095713,23.37923443,23.96140919,24.05508231,23.06175232,22.75887332,21.53686174,20.87287816,22.15916101,21.44472344,21.02323204,21.37038532,22.36797275,22.06969765,21.40764404,19.84683515,19.86525284,19.52443204,20.2745646,21.14790386,22.82549874,23.54197057,23.69433944,23.30667417,23.62372854,22.78263457,22.01824613,21.76874738,22.43304396,22.82332776,23.59690207,23.21437826,21.70900337,19.61375527,20.74265348,21.49824129,22.01664523,22.17867419,22.77999679,22.93698334,22.41505703,22.85504117,22.94713297,22.3005663,
"Hong Kong SAR, China",HKG,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.70300645,31.41611716,31.97804771,31.62558863,31.07340512,33.16579897,32.30578997,32.94089354,34.97761553,34.41674635,36.02296178,31.7309269,30.8918616,29.70110514,26.79841369,25.54917171,25.21422931,24.85857296,25.46327216,26.65245359,25.73418022,25.01112984,
Honduras,HND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,16.09956501,8.959074733,11.44287505,15.3399196,13.90041779,13.3912807,8.290763963,5.667992917,2.731056049,2.629851991,4.384382386,6.796522002,5.719120589,9.250646287,12.95931078,8.822411333,13.73512902,13.8198339,12.617,20.05504569,23.76289264,21.92303464,20.43615879,23.52516621,23.91268235,26.69082202,20.30992752,18.78843241,18.69382617,18.80907552,20.18414947,23.88477478,25.08048816,23.9867065,20.61067323,16.48067639,16.74629946,18.47728759,16.04824524,12.38018193,14.5624186,19.64667988,20.4295756,23.64236807,20.53143252,22.02790843,
Heavily indebted poor countries (HIPC),HPC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54456352,,,,,,,,,,,15.71816004,16.09929459,16.40604233,16.83095525,15.85627054,20.79249054,20.11089509,19.88521008,20.68575525,22.31209362,20.40502944,20.43874517,22.65919759,24.02147173,,
Croatia,HRV,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27867098,17.47727565,16.34713525,17.56562334,15.89589137,18.6456279,19.13893285,18.2925124,18.91625671,20.75893872,19.60787769,21.28047874,21.1396313,19.90490852,18.461429,18.85136412,18.10912601,16.56663134,17.94705612,19.0748257,23.76849101,23.05750732,25.32397711,25.27326532,25.33647474,
Haiti,HTI,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.827842128,9.732087088,2.967810054,11.40757891,11.06548367,-4.556597962,-0.968528615,26.43405869,26.91600011,23.18302863,25.78880701,26.5727719,7.972750941,6.853411432,7.580804875,14.58575479,9.37136291,10.1472038,10.48156738,9.153894642,10.25405813,8.985634213,22.8433086,18.4843393,14.23187208,11.33455569,9.466779992,12.40634526,11.20316681,10.9499941,12.01668317,,
Hungary,HUN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87828708,15.69683786,19.33484402,20.75159423,21.5032979,21.34541094,18.70964802,19.2514346,19.77359556,18.54371144,15.78258181,16.54816193,16.38124259,17.95225664,16.604249,17.56878563,19.55510895,20.76020479,20.85321136,20.87558002,24.37967566,24.56744018,25.51850424,25.78546219,24.75421439,26.92941378,27.83993609,
IBRD only,IBD,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,25.00656689,24.74913364,25.86370712,26.67932572,25.62592264,27.33821324,27.80333224,28.81174685,27.00691309,27.49257394,28.33580584,29.52546941,29.71295009,28.0877155,27.71465252,27.51577007,26.4923395,26.1849785,27.65175782,27.30587032,28.03020195,29.37382741,31.40639186,32.19782274,33.8714975,34.54496526,34.98428823,32.19017247,33.73628108,33.37361681,32.45880337,31.25564393,30.96622832,30.41859419,29.64710162,30.10429282,30.14052402,29.62426659,
IDA & IBRD total,IBT,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,25.48558798,25.12245643,25.88935205,26.5061587,25.64863787,27.22636864,27.56563202,28.75196373,26.9558155,27.37793255,28.07203203,29.14758037,29.39889187,27.8312949,27.39771544,27.25556711,26.2471598,26.09345174,27.61676067,27.09037705,27.74851205,29.02439435,31.01182542,31.73206479,33.52466109,33.91410379,34.35578305,31.60062367,33.18339294,32.83292065,32.0284553,30.73129948,30.51365599,29.84990194,29.11317775,29.62103463,29.71352144,29.34964974,
IDA total,IDA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,34.73655898,33.7453875,31.55512445,26.32857469,23.54641068,26.03597837,25.31919324,23.54124618,27.73283152,26.10326017,25.519804,23.85997173,22.93595049,23.7683103,22.98849492,21.36614608,22.30293146,21.57112058,24.34028004,26.94780424,23.07093541,22.49132427,22.51342321,23.70703524,23.45110956,27.37413448,22.72839247,23.17062617,21.22504452,23.67519855,23.82243864,24.8838329,22.02738344,23.3346971,20.99150739,20.72345241,21.92255631,22.69861827,,
IDA blend,IDB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,49.07146064,48.52029022,45.09124461,37.88923461,31.42778988,35.06763614,34.28999552,31.54400067,38.35359966,36.87995891,36.6721764,32.98412338,31.32868998,30.30566808,29.00473263,26.32177869,27.65858801,24.57206366,30.70907368,33.69737041,25.89091573,23.73244278,23.34933315,25.13147246,27.20107897,33.99833142,23.31904958,25.0552304,21.09650242,21.61481767,22.24842363,24.73598304,18.0860323,20.47403776,17.3521615,16.06953266,16.81526286,17.48431818,19.30281152,
Indonesia,IDN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,20.19756789,15.53132058,23.91523692,23.05608877,23.52707223,21.0267627,24.10224052,23.31600888,26.18621821,22.45364177,22.07300051,23.30042166,28.99814745,29.87169532,28.13846186,27.80807993,29.03094123,22.42249233,13.20180441,26.28689921,27.19979393,23.01740778,20.68405036,20.76428995,24.33848664,25.77714359,25.17912344,28.45241261,29.0563768,32.72742299,33.22007305,31.98536977,31.12176664,30.66890946,30.12335649,29.92276831,30.87836344,31.79849088,31.01218523,
IDA only,IDX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89627782,21.0479553,22.16440998,21.35807321,21.35041713,25.59610754,25.20512165,25.01279671,25.46436441,25.95340381,24.32661601,25.06674734,26.66017932,27.79410967,,
Isle of Man,IMN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,13.098093,15.96559807,15.40497534,15.05825672,15.76898748,14.52575614,15.80788026,15.80598839,15.35474869,15.79556328,16.79830961,15.78850603,16.9825251,18.15681125,20.14443853,21.21356324,21.7599661,23.24679983,24.08307671,25.95100089,26.96739082,27.04793366,27.55043249,25.88950372,25.63753651,26.11902732,26.25987903,28.11148558,30.47096654,33.33257124,34.4180229,36.36053211,37.01139151,36.25408113,35.61743864,36.30587538,35.1318193,35.26129179,34.30465633,33.46602422,32.45392485,30.83057554,31.43209974,31.10312302,29.1434369,
Not classified,INX,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82020448,27.06855049,23.62551419,18.45115713,14.95580307,16.58898657,15.63165946,15.96741568,20.74738058,23.9544228,30.30467764,34.07454554,34.22139005,34.36702961,35.92976805,
"Iran, Islamic Rep.",IRN,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,23.95569548,31.73590352,24.80092329,19.27846058,23.88896261,22.88068264,21.100005,19.11920928,15.53738232,19.54402846,11.86743576,20.75450884,23.62450262,,,36.12389888,35.14026061,36.7517321,39.19165819,36.04903967,30.17271808,35.7380595,37.65796579,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9221248,41.005524,38.84609689,52.50762893,27.67261234,35.95273765,44.78291843,41.77751667,27.97460424,28.19651353,18.24204898,12.63561925,18.92356939,20.59503568,13.30068902,
Iceland,ISL,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,29.85551429,30.33527521,28.63858876,27.02890416,27.65702764,25.2314719,22.68574279,21.82891368,21.23058544,19.6772776,21.72147121,20.14387741,19.96869633,19.85731542,19.5720519,18.76438915,18.46278796,20.31102414,20.60687381,19.76384273,20.012912,20.43584887,19.4596226,17.00768581,14.42200166,18.81152667,21.83618262,17.45856914,15.80074011,12.98296756,12.12611191,15.173418,2.448856109,3.470909253,4.374139398,7.192867843,8.82395501,17.71787211,17.81686999,20.14505592,23.13830264,23.28369295,21.01766342,26.00181209,
Israel,ISR,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,15.99905749,24.38010393,28.51220897,25.98768148,18.38694923,17.01124567,21.90007384,22.04439855,20.14686945,22.2157375,20.26368775,17.37680268,16.59797646,17.74314263,18.2449515,24.04080875,23.57851307,16.61168217,17.69343918,19.32284362,21.12428189,24.2186747,24.77357735,23.16407455,21.83125271,21.46166314,21.77092498,22.44250213,22.74677865,22.38763955,21.70011588,21.30008193,20.10325774,20.52115933,21.73323585,23.94031688,25.17331379,24.53051957,21.56159975,22.06195699,22.40822891,22.67515937,21.84069583,22.99594961,24.88834296,25.39114707,24.80220697,24.39507729,24.38645338,24.74969728,
Italy,ITA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,27.07711134,25.49382626,24.78030744,24.98015561,25.7350182,24.05601303,25.62671894,25.62765172,26.05507393,26.14114883,24.7572489,22.50748543,22.19427072,22.77609923,22.86512722,22.47145246,22.08612272,21.92190257,21.98321814,21.27472581,21.10747302,20.25976542,19.25904952,19.98295395,20.07680731,22.10102603,22.36804047,22.42196931,21.62963813,21.03063933,20.58793248,20.99613554,21.06280545,20.39761718,20.77435732,20.27912986,20.48719164,20.87386419,18.98772361,17.62350309,17.27134608,17.64272289,17.55094135,17.99966421,18.84648431,18.51134358,20.15479072,20.59639388,21.0101907,21.03943563,
